大兴,华远和墅,54000,1350,1350,1
大兴,中国铁建花语金郡,70000,1000,1060,1
大兴,绿地海珀云翡,65000,700,1300,1
大兴,文化都汇,35000,0,0,0
大兴,鸿坤新都荟,55000,0,0,0
大兴,兴创荣墅,23000,530,1650,1
大兴,兴创国际中心,38000,5075,5075,0
大兴,首创悦都汇,25000,0,0,0
大兴,龙熙瓦德拉玛庄园,35000,1700,1700,0
大兴,首创悦都汇,26000,0,0,0
大兴,中铁华侨城和园,62000,950,1100,1
大兴,中海云筑,37000,340,340,1
大兴,中海云筑,37000,900,900,0
大兴,住总正华・时代广场,55000,404,404,1
大兴,中海云熙,37700,309,335,1
大兴,海晏春秋,52449,1850,1900,1
大兴,天恒世界集,55000,300,300,0
大兴,中铁华侨城和园,50000,1450,1630,1
大兴,中国铁建国际公馆,55330,830,830,1
大兴,北京城建宽院国誉府,31000,350,350,0
大兴,北京城建宽院国誉府,31000,370,370,1
大兴,住总如院,31000,314,470,1
大兴,住总如院,22728,450,990,1
大兴,和悦春风,37000,260,410,1
大兴,融创公园壹号,40000,370,370,1
大兴,电建・吃猛,54715,610,950,1
大兴,保利绿城・和锦诚园,63000,800,960,1
大兴,路劲・御合院,29000,260,260,1
大兴,熙红印,64400,465,880,1
大兴,熙悦宸著,64400,935,935,1
大兴,北京壹号总部,28000,9000,9000,0
大兴,住总兴创如遇,27000,178,270,1
大兴,花语巷,60000,262,262,0
大兴,航城壹号,32000,310,650,1
大兴,路劲・御合院,26500,410,666,1
大兴,中海京叁院,70000,1100,1724.235,1
大兴,合生me悦,63500,370,760,1
大兴,和悦璞云,30000,150,330,1
大兴,中骏金辉未来云城,53000,500,880,1
大兴,德贤华府,57000,380,828,1
